distance,height,landings,number,pack,age,usage,region,weight,item,volume,width,max,power,size,target
7767,17888.2043,0.07695524724832377,0.8573018025760079,0.32058032212291815,49042.7178,25253.80991,RE-4,1847,IT-6,61077,32808.788,26107,10993,1245,11.910366156267012
3791,11567.4971,0.1440763697703998,0.5893800663257635,-1.7500554216803235,27473.1332,24735.69684,RE-7,2061,IT-10,38295,24177.02,21114,19849,1640,33.267521385830825
5650,17553.486,-1.6104151338876798,-0.23764711757409956,1.3026081386993258,50373.1772,26950.68294,RE-7,3400,IT-13,34958,18349.539,6208,10957,1164,-36.04000428791004
5235,6541.9028,1.514617980009561,-1.010588367175968,-0.1888741084998496,44827.352999999996,30753.277739999998,RE-4,2481,IT-B,46820,29694.506,15834,18997,1747,62.62447076472507
5470,10702.9606,0.043261348120674496,-0.3328203374001348,-0.1277824404012047,43765.1875,28333.26942,RE-E,713,IT-12,42852,13594.346000000001,23715,7487,1560,-14.907695411142116
5341,6558.1626,-0.23121006963846222,1.31276614904035,-0.39963065846292367,16076.4231,23805.46628,RE-E,3951,IT-5,46208,21124.072,11979,15712,1003,-34.31573192916304
2909,6554.7386,1.678894485489716,-1.5169361769750453,-0.5598638587673676,33513.7285,11504.95668,RE-E,2105,IT-11,52908,22937.479,4517,13838,1081,-28.68070370940503
5160,8800.3155,-0.4133333234349742,-0.3452403931565696,0.44061821220371045,30208.6805,28898.4609,RE-7,4542,IT-D,35673,26209.163500000002,13661,19105,1156,10.229756867375256
3119,13217.6342,0.0795355369649703,1.627512395042501,-0.1960541733018651,33698.1766,31494.273589999997,RE-4,2856,IT-E,68745,26209.163500000002,27091,17732,1260,34.575145435837825
5451,18030.1178,-1.1672771125150951,-0.14906208712948177,-0.6101744255879865,46341.1527,29010.239719999998,RE-F,2195,IT-9,48829,26506.53,24545,15485,1292,-12.004986880279839
6565,4344.3401,-1.1449827253633036,0.18465377026008528,-0.9200004825407849,25656.8876,31777.416119999998,RE-C,3152,IT-6,12249,27585.672000000002,34166,20011,1434,-27.55434402002997
6440,4014.2117,0.4337598052004137,-0.6675819047058607,1.368621620695688,39957.3373,30266.74698,RE-5,4088,IT-2,59756,27323.797000000002,5474,8203,1365,6.4816864306775965
5290,6449.8322,-0.3100205470636768,-1.2444797485571357,1.224649094353713,28653.5637,14500.527909999999,RE-10,2909,IT-4,28583,35732.349,17338,21484,2023,15.66711266326135
4339,15373.921,-0.231812346473039,1.3810126311834086,-0.30467566604970076,28508.8469,24926.56281,RE-F,2341,IT-10,26756,27395.606,13616,11864,1327,-0.08253252314295723
4730,14304.858,-1.3789578645038156,1.0872083303153623,0.42520753193136246,29010.1669,41946.49394,RE-10,1468,IT-E,23606,9981.761,3005,8204,1037,-54.58151422559754
8083,9684.2418,-0.62461792907554,0.07368901098900822,-0.8462311586341081,35722.9662,31089.062739999998,RE-11,905,IT-E,46784,28444.287,32013,16920,1188,10.423306379446883
5870,11764.5499,-1.6874033384341922,0.7627233043495018,1.6934912376231512,40310.2358,35117.10111,RE-B,4659,IT-0,34950,16236.282,7106,18464,1848,-7.184793323475764
6492,7394.1727,-1.544665373351307,-0.7326560978194088,1.132754444558612,22720.3558,27403.91692,RE-D,3076,IT-4,54838,33231.892,3011,9860,1526,-1.033861837719002
6631,17682.76,0.16294331957787503,-1.039556975786366,-0.7822059090929505,13152.9671,22365.53991,RE-D,2778,IT-E,37877,32738.284,1608,20504,1102,11.541160020450773
5029,10474.9692,-0.03071412533245123,1.5170544441971716,1.382992678263537,42887.2167,29072.423039999998,RE-9,1957,IT-9,42332,25773.144,10972,11013,1403,-34.82547817375909
5605,5562.3425,0.5112159044278147,1.6616661972221407,-1.0629660579058646,24149.0753,21745.54381,RE-5,1377,IT-5,47334,33073.846,8585,9176,1183,-23.738682380630387
7480,11761.9589,0.1898119859522304,-0.5251992852231645,-1.0875459247345405,42978.0461,25712.17974,RE-3,3333,IT-8,36057,36937.59,30060,9953,1161,-0.6115792569766183
5888,12500.766000000001,-0.47077168705783995,0.7311098414145062,0.8104587636955112,43859.3539,43473.59958,RE-C,2225,IT-A,47853,27783.612,32826,19060,1038,14.675384179730074
3931,16682.8108,-0.3938187865163193,-0.9850791024529523,-0.022319105161708087,38495.8089,43045.807539999994,RE-0,2967,IT-F,46383,31624.174,29070,17642,1638,58.043454224722545
4559,15041.7006,1.307461310445743,1.5886007026003122,0.17910848083856715,41534.6604,26390.93049,RE-5,2395,IT-D,29315,25336.672000000002,23323,7308,1251,-12.473522230833172
4923,14642.4566,0.6235040764327574,1.0592649469925153,-0.7134511265423719,23199.2411,27682.820839999997,RE-2,2989,IT-7,55456,28748.086,33198,15285,1031,25.299858986447568
4472,18108.8977,-0.9865348872194376,-1.545722856747536,0.21101675717457863,35540.3302,46272.10984,RE-9,4107,IT-5,44198,26961.895,33500,14200,1719,44.31622270670828
1737,2910.5082,1.2653432507688371,-0.38447589186691483,-0.37871901425731047,48258.2331,30763.7848,RE-11,2469,IT-3,58348,29670.464,12011,19832,1633,57.36925157980143
7398,6921.8414,0.48874736505499194,-0.903238953395541,1.0189162511357461,34289.4332,45366.47979,RE-7,846,IT-F,48119,23073.818,28077,16752,1255,7.901351908048313
4262,15483.656,0.676711318085805,1.0324293908108533,0.9809320669753523,29741.0209,8590.270390000001,RE-4,4155,IT-5,52995,24532.93,2487,25072,1230,-13.3489972851554
5105,1618.156,-0.44445686406449775,-0.5097932299242465,0.08864994495133545,17235.3694,36050.3796,RE-7,4216,IT-C,44053,28079.881,1214,11089,1502,-27.50666417603532
6175,9067.0773,-1.1117246070713773,-0.15586411875910372,-0.9398436138384324,42613.2161,24734.39671,RE-E,1416,IT-1,31669,39281.134,12436,12219,1132,-27.30907636913587
4927,15461.2848,0.3498794851063473,0.974913368648253,0.4234432586408007,40251.2817,35593.92989,RE-5,4604,IT-0,46791,26982.178,3593,18033,1495,10.114405277698944
5086,6011.2883,-0.5859221256586907,-0.485173119004007,0.15366580159388443,15081.3907,43759.14968,RE-F,3307,IT-0,24036,26627.926,17532,10634,932,-58.37679010305082
5444,7126.1155,1.0481427031539388,0.36959801344463455,0.15422740599837548,72499.756,42178.41631,RE-11,633,IT-C,48987,23434.764,5784,17306,1306,12.960305638147831
4404,14393.0034,-0.8851602543991032,1.2052314574803435,0.3545695343374035,34201.396,18183.3067,RE-E,1180,IT-6,45202,19040.608,3949,10694,1210,-40.46215057400475
4196,8225.4227,-0.3155832480394957,-0.5808971205413234,-0.9308272745648923,36325.7869,33117.9217,RE-D,3002,IT-E,14087,27574.789,12715,13851,981,-33.29833420319648
3893,5725.3635,-1.3265493063580207,0.9113125100624831,-0.05772655717315518,16362.5528,29058.80665,RE-D,3749,IT-D,36384,25504.584,5612,13150,1563,46.5536450183683
2238,1305.3166,-0.7985115478260926,1.057567050839269,-0.0821476801051355,55697.362,48203.99846,RE-A,3071,IT-13,57501,22677.125,5969,11864,1584,14.979483560440618
4945,8492.2383,-0.04786567301889469,0.11565647451123082,0.17079037756405954,21841.8192,47412.984019999996,RE-B,2679,IT-4,25579,30491.116,33764,19325,1697,24.29704100685752
6693,18176.8716,-1.1540847815596393,-0.42487259176425024,0.4608365155612381,43985.3565,19994.14958,RE-4,4561,IT-C,29503,35366.193999999996,9948,9213,1735,15.790066991575966
2715,13182.9346,1.2425457464404346,-0.9361631711412816,-0.38705860492108507,31276.0796,31727.984519999998,RE-5,4450,IT-F,30644,26209.163500000002,32183,14293,1991,35.88219824008513
4414,9016.1004,1.6904092297830602,-1.2289370332902256,-0.6178272369889891,40040.6465,30806.13693,RE-7,3091,IT-3,57099,33412.576,16309,14539,1576,36.73005847598925
5164,7436.6729,1.160522710280905,-1.188923765909169,-0.13732953902007175,68439.675,25376.77691,RE-10,4591,IT-12,39245,30845.515,17189,17706,1316,-4.136863216984092
4848,10552.7733,-0.8993679019386638,1.576083899512061,0.7684722047750107,43807.8654,22299.34897,RE-4,3756,IT-11,49583,24998.487999999998,4420,8299,1488,-11.156758452968075
5878,14385.857,0.2897502971271485,1.4725107439540805,-0.34776186334695997,38541.594,46324.06803,RE-7,827,IT-5,49993,34552.972,19332,12509,879,3.0884348980073817
4215,5940.5615,1.5369403732621445,-0.9861297154362256,0.4347040045946818,49956.6115,49060.54363,RE-0,684,IT-8,66701,42065.924000000006,18713,18845,1426,50.19904748835508
3599,8704.133,-0.1479605957814489,-1.3743446643764816,0.35339097266770364,37100.0706,25521.81899,RE-4,625,IT-2,32181,32588.144,5752,20969,1466,-13.045062139015435
6257,6877.2972,0.5711474856919241,-0.5627364351894526,0.9799368050741241,27915.7061,36871.30642,RE-B,2142,IT-13,53415,26209.163500000002,9406,13416,1491,5.023429843413213
5353,4332.0946,-0.4918749284118019,0.5420846876588483,-0.6114452660606617,45015.5365,23601.55966,RE-C,4972,IT-3,29816,28016.102000000003,8943,11209,1272,-43.16716430779497
5335,1938.5556,-0.5462844067724902,-1.319823255377147,1.1613439046924097,32895.0247,22919.71305,RE-B,2198,IT-12,54847,28434.002999999997,32211,18549,1361,6.127380660936511
2731,5441.8316,0.45336125843913444,-0.6248403076347931,-0.9327003708265258,19772.6385,30474.700569999997,RE-11,2115,IT-4,44669,35650.687999999995,12387,2307,1169,-127.265688042975
3665,991.3049,0.6838826093376255,-1.3017037580922979,-1.105687185901582,47456.3999,21395.744609999998,RE-8,2559,IT-5,44269,35678.48,23570,19196,1023,-21.695454727462774
6740,2822.7236,1.2630106241430317,0.849956988460983,1.7004921366957926,34197.3751,37099.709389999996,RE-F,3861,IT-7,22795,41637.773,22720,17493,711,-34.304861085334714
4728,12280.8189,0.8081537592662386,-0.5887107041488434,0.02657050589440246,25739.0913,43262.524139999994,RE-7,4806,IT-C,41994,24087.542,13849,20375,1144,4.719806471058608
5568,2344.4648,1.7804797164728694,1.0917543781361763,-0.8951380589467578,51646.6814,29593.260110000003,RE-7,2260,IT-1,72943,22652.101000000002,15195,18603,1355,-110.3560826931128
4753,14074.2193,0.009735399246371103,0.15776733388859834,-0.8833821897055143,24763.8077,10224.16379,RE-5,1071,IT-1,35299,24440.382999999998,12712,20496,1032,-35.201169276055865
3684,16826.3344,1.6132592600034155,-1.6872181016966732,1.3585559164859755,18530.5388,3415.35894,RE-5,4279,IT-B,42485,20345.266,10811,7263,1475,-24.57532252471058
5575,5648.5985,-1.6745954423168,1.1325301579620841,0.7487017556531392,32508.2231,23558.07157,RE-2,2342,IT-0,33840,14316.976,15349,16783,1107,-65.53682034598692
3756,16044.7023,0.4153431731244211,1.6530495724112442,0.47962235834777456,21195.3929,37120.00197,RE-11,4478,IT-F,50284,19708.743000000002,27912,20095,1122,9.818016381032338
4353,2463.1653,0.21800064087586593,0.6907272132909983,1.3306121596101879,33519.244,28220.84965,RE-4,4208,IT-6,46547,32665.517000000003,30682,17568,1327,-0.8759628469252512
4455,9545.4641,-1.5921055719039081,1.045779308207142,1.734885675559847,11504.1971,37423.73162,RE-7,4532,IT-8,61755,20469.259,31215,23612,1676,15.873875206474562
4627,14705.7893,-0.5974439733638196,0.573849242220213,0.029767472095362096,43645.5909,36244.97243,RE-2,1301,IT-6,42022,34577.642,1852,23898,1248,14.798510088736403
3773,13815.7901,0.7046970213845294,-1.749126291380314,1.401072802119804,51227.3664,22732.012919999997,RE-D,2818,IT-2,51140,31140.374,8776,8760,1515,-11.181140038288175
3991,9195.918,-0.7976977931742045,1.2275932732692387,-0.6144206285378604,72709.0,25145.062019999998,RE-4,3664,IT-B,49087,26239.689,4267,11694,1292,-32.38885900566717
5367,4170.5661,0.44210236851470613,-1.0381919745696655,-0.1933246499520569,58617.3734,28046.68969,RE-8,3791,IT-E,20574,15292.973,25895,11161,1226,-69.44729917063188
6153,16565.4771,0.5026812455548828,-1.6764770185001032,1.388975834594427,36521.3784,33183.6994,RE-D,602,IT-C,70110,18637.001,7527,17606,987,-5.949678904628158
5090,6185.6066,-1.366142556692055,1.299457252148836,0.2681237083080251,32009.9292,47909.21657,RE-C,525,IT-D,67932,20544.206000000002,26671,14073,1207,3.628705659331572
5559,18218.799,0.6776112159302328,-0.8826499847558926,1.6305511332867968,64960.4869,22645.27812,RE-0,795,IT-13,46225,20923.048,5455,22271,629,-33.9473475431826
7083,4141.4032,-1.671863081320936,1.6489752203761812,0.5383314178776158,20519.4304,23917.32028,RE-0,3063,IT-6,37797,22313.039,17992,11907,1479,-27.058621960705967
3159,17570.7092,1.5857114325707473,-1.022619587541346,-1.9076022176241594,18223.6806,36255.966089999994,RE-8,2469,IT-F,34950,32814.229,2164,15004,1209,10.205205631570102
4963,3379.3037,-0.29143447577788073,-1.1154406301610562,0.3268634206161427,46965.8868,39092.53957,RE-7,3769,IT-1,45230,26209.163500000002,817,17907,1125,-19.08437233592237
4131,17333.4967,0.8882430775860332,-1.6839377707186167,1.7071418026791467,37356.8984,7302.98765,RE-9,609,IT-6,15575,18065.27,5972,21988,1280,-44.17007553718239
3845,15279.6859,1.5280324382508477,-1.5527232538622504,1.3722445211110392,36426.7764,42588.76313,RE-E,4039,IT-0,30563,30201.578999999998,20576,13434,1271,-1.339500825648149
4071,10076.5806,1.2829736678347456,0.9900934337239917,0.40288408933854597,28509.7872,54557.74089,RE-C,2910,IT-7,27803,22816.354,457,25831,1166,-6.1909076644700685
5683,4174.1974,-0.36883973501071166,-0.41924142407784226,-0.6736263896606889,48844.7522,27354.8028,RE-C,1518,IT-5,39563,32526.647,17696,15093,1441,-19.854846124813825
5285,18169.8476,-0.7364024125319625,-1.0744425643316693,0.1574622034641077,27954.5519,31656.253080000002,RE-9,3879,IT-D,21915,24976.315,31681,8604,1099,-26.094561218559974
5895,14388.364,-1.1403021798428996,1.0120092316337592,0.3252257322437094,43092.5177,34428.75411,RE-1,2749,IT-7,66793,27230.432,18610,17263,802,-3.341148151046834
5809,12423.1391,-1.2311651932655343,1.202501770593716,-1.7538723014651503,41991.1272,32199.88467,RE-10,2341,IT-D,24208,37865.458,26586,16205,1748,51.89702913450239
6685,7793.5016,-0.48498551558250175,0.5482213693382529,1.6323137080961783,26908.7126,37936.84453,RE-E,4250,IT-6,37333,27153.585,3999,14046,1584,-15.366315372220472
4581,2431.2323,1.7477888623456397,1.0358388023003633,1.1771818090634403,37583.0774,37561.56422,RE-10,4800,IT-C,35598,23868.493,9682,14511,1163,-26.96844477735966
4154,4570.2216,1.7764399193552307,1.0959672862989498,-0.46388747828721927,39143.8626,36600.50056,RE-9,4679,IT-D,54700,37132.843,32163,11942,1034,16.318895566126553
6041,12957.7685,0.07454907666478663,-0.66936568485984,0.5567896621007171,38916.5105,36001.68961,RE-11,1942,IT-4,46127,31004.516,11075,15026,1520,13.972743699419244
3864,15219.1416,0.8315363419733507,-0.8819271799569764,1.004907274503966,35151.5583,27819.1272,RE-11,4677,IT-4,30562,33591.411,33107,14164,1583,22.902848300995412
3134,14873.4348,-1.6350835285494716,-0.2816419938778634,0.7631020399160087,34629.4757,34810.39245,RE-6,1379,IT-8,30000,28356.959,5216,20930,1134,-18.387495537417518
4262,11802.3588,-1.6988122167128414,-1.6486957680616317,-0.515760888144502,29735.6887,43161.21533,RE-A,4225,IT-D,70285,27694.854,28822,10902,1359,28.773416201143235
4827,5646.6716,-0.9697494412415966,0.39429053083314863,0.01644571537005705,27897.6121,61817.0,RE-A,3813,IT-10,47588,26209.163500000002,8752,24719,1471,27.002036909555997
1994,6864.5461,-0.22049347944563,0.29113987916149753,0.7672203360166472,37005.1319,15884.302440000001,RE-7,729,IT-2,74269,20913.4,18050,10830,1423,-23.44932557218412
2825,4575.4716,0.19919311455395655,-1.149035081346409,-0.8000853397720588,34982.8297,40795.767439999996,RE-10,1180,IT-1,76385,29295.822,21685,17297,1461,21.798215293596574
5205,16333.1294,1.612370212576103,-0.3358872625979695,0.39852553826798187,26995.8931,34601.283260000004,RE-A,1919,IT-4,59749,20011.349,7927,20708,1254,-0.036251832954650176
5573,9865.4352,1.2301520481498154,0.29858686766735876,0.44114348353201693,53608.2282,24278.07329,RE-D,702,IT-F,34423,26159.423,26799,9817,1277,-14.945677944171717
2729,15373.405,-0.551695894333978,-1.5527677419266452,0.31974798622770584,27193.8958,36241.79719,RE-11,1596,IT-11,32567,42284.124,32187,15398,1799,57.750213255545766
4726,18355.0614,-0.47418159426005335,-0.13499814957219783,-1.305216478832153,32235.6957,40919.136419999995,RE-6,3400,IT-C,39424,19817.843,7082,12838,1360,6.962938430424678
4013,5810.562,0.11773013504144066,1.593322261221916,-3.344847986942522,49692.9751,31998.68914,RE-D,3976,IT-11,22347,38183.359,23946,18137,1403,51.226009846847184
6797,14911.6655,0.34111983643888166,0.4824803032430698,0.3251618389068693,24584.3012,29298.32257,RE-9,3958,IT-13,9583,23112.656000000003,15260,17192,1130,34.02671190508606
3136,7444.4132,1.1785844259797353,0.20919937010719877,-2.0947358987630147,48420.5896,39201.61405,RE-3,3803,IT-6,66790,26209.163500000002,7902,14369,1407,26.33464587003353
5050,12268.6844,-1.5881193441308346,-0.16881724184552724,0.9773659535156785,30412.0012,32024.06622,RE-C,1252,IT-12,56945,21356.741,13144,13087,1611,4.724764053577804
7134,10920.7167,1.5365004774188449,-0.764447466946761,2.522787340237029,39175.7076,903.0267,RE-9,2718,IT-5,30055,25723.352000000003,7899,13606,894,-70.67172704888726
4467,14907.2632,-1.3509761470890729,-0.9104690938974335,2.314129295818598,43230.7203,36929.33393,RE-E,1405,IT-12,49558,32963.824,20299,13831,1451,28.491355372799283
4811,18640.0851,-0.3745959034833691,-0.2767453902900319,1.7240359620515144,34607.6858,36022.47748,RE-3,3576,IT-1,48479,30864.45,28086,21324,1375,24.182680562052642
5905,1721.5531,0.605909824464817,0.6331527833054098,-1.0800226866171383,53313.5438,42270.73966,RE-7,3233,IT-3,32223,29926.006,3624,15115,895,-35.29896053518337
6994,8917.4129,1.0534949722135682,-1.5168274336834875,0.9138781771275308,45309.5601,24432.19943,RE-11,2720,IT-C,47891,32213.873,16277,12647,938,-22.324229286943503
4666,13412.8538,1.0590647935486437,-0.03829919026969616,0.7656807910142822,36673.3316,40026.0183,RE-10,4610,IT-A,33154,32236.105,12470,17344,1506,23.796708014241705
6905,14611.7073,1.1223637656501562,-0.5008073612614,0.661697730193333,50847.5449,24305.10615,RE-6,3384,IT-D,29940,26065.752999999997,23956,15067,1353,-1.0262825174490953
7927,17813.5256,0.6451370667048553,-0.2814512994039393,1.263947358151537,55083.8994,37922.338189999995,RE-8,3229,IT-13,34565,21350.783,27852,16351,1836,59.2927767530649
4571,17578.7437,-1.3704871589335768,-1.3368371239835524,2.175629588294863,41047.2814,21149.64369,RE-4,510,IT-2,42231,19505.63,18062,13257,1326,-32.22969737396621
1744,2644.29,0.33681174147285553,0.752916563787299,-0.2800601952098753,50029.962,34251.62777,RE-11,4711,IT-0,7809,26209.163500000002,3028,23679,1555,-16.610648749441935
3194,17515.9294,1.0799925631998357,0.8191306264349516,-0.023044300543620493,26327.4134,26062.29931,RE-7,2618,IT-1,44293,22780.377,28451,14809,1468,15.874046709125972
3643,14148.0004,0.6278131535451305,-1.3448131658110813,0.4828539030618131,8123.8217,19885.20985,RE-10,2327,IT-8,59368,29048.827,1014,22886,1739,32.293310114736535
5718,17251.3771,0.3696751063374112,0.1575713816453469,-0.1714927974852807,34139.4947,32859.86747,RE-D,974,IT-6,50815,16739.133,29809,13925,1330,5.043433716908976
9429,5884.1274,0.04970819547634329,1.1612026172880685,0.4662278793881749,26278.7514,30888.688510000004,RE-9,3176,IT-E,48315,25168.292999999998,15651,4373,1087,-63.201006123045595
7436,14842.2642,-0.7775207916851279,-0.9788245594470218,-1.9626415403189423,28919.2941,29424.23794,RE-4,4516,IT-5,84342,26442.06,12854,22536,1509,84.50651603646357
5672,12665.2523,-0.5009703129533747,0.7374899777945509,0.7289001249805492,33733.565,41778.095539999995,RE-F,2157,IT-11,39849,26209.163500000002,33438,14786,1360,31.272863209340038
5545,4559.2764,0.39313202388427543,-1.383223117001992,1.019832741966402,24229.3079,25065.76289,RE-F,1218,IT-12,47462,26198.106,8964,18549,1376,-1.1857275839381292
4352,7969.677,-1.4876449238936913,-1.4856627300841714,0.7973728875499227,54028.632000000005,47386.91959,RE-F,3723,IT-6,57707,26209.163500000002,19882,11109,1640,29.133245382128855
5277,17098.2652,-0.3224814622558584,0.3990365840609744,1.839333655545289,19843.4133,30644.20433,RE-4,2215,IT-1,41185,18401.425,22690,14729,1434,-86.03143055854997
5004,9205.8699,-1.2495526054789394,0.4513461120954729,-1.0054456948508774,46822.7987,50176.472069999996,RE-11,1967,IT-F,48544,41814.59,11904,23278,1395,53.500688967592325
3947,8371.5727,0.7313421352713706,-0.14493940231139557,-1.2804230600419133,32637.9645,17664.94034,RE-4,1402,IT-A,71341,29705.942000000003,23856,18694,1291,18.5036205244323
3945,9858.1445,-1.5552255859930197,-1.721495510687709,-0.26806634632255094,44142.0598,24039.91562,RE-D,2709,IT-A,49428,38000.65,5842,12870,1528,5.240287954013477
3641,12423.5142,1.428656745212264,1.019769400312589,-1.0610321528133073,31139.0733,42195.65029,RE-11,3925,IT-10,53292,31668.891,33397,16138,1923,79.53147401983351
6453,18082.0126,0.3256973933079953,-0.14825793748168983,-0.44319981728136026,43466.176,27467.227239999997,RE-E,525,IT-12,54761,32237.882999999998,22534,17753,1280,33.272906253950445
5889,15124.9577,-0.9309294322244118,-1.0272998613589608,0.34090048628102054,32442.659,30864.183380000002,RE-C,4283,IT-9,38259,24060.971,14446,24448,1458,1.221167704359758
3962,6272.1418,0.5506587306154939,1.305500602232668,-0.5301267941868855,59768.764,33433.22211,RE-2,1074,IT-4,66775,23112.135,21713,8640,1016,-0.7412272897537306
3301,2817.8561,-0.5237374772720015,-1.6855183013222939,-0.15747766786507505,24446.6878,15797.81137,RE-D,3071,IT-5,71518,26109.716,19062,18597,1689,6.692273103118351
6670,15108.6462,-1.4411220750464409,1.0072370191177356,-0.5731199195225053,41341.5559,24240.54296,RE-2,2459,IT-10,71234,26209.163500000002,27283,14088,1276,18.099899680938435
5974,13378.9467,-0.3592462231124625,1.0568371899999043,1.4016237028881797,26128.5294,33584.05212,RE-2,4296,IT-0,47218,23629.564,7882,20182,1168,-29.624969338084025
4297,8942.1417,-0.7664412092412717,1.073903839562376,-0.27185697175442186,51843.9862,40316.20995,RE-F,888,IT-3,55773,28834.529,17220,16341,1429,16.121582325248582
4720,18011.3922,-0.7171262022611881,1.6486027438972466,-1.1850170567817848,41566.0324,11317.26735,RE-9,2877,IT-0,27749,35550.895,1040,14144,1565,-5.254988865306447
1987,7362.7548,-0.3096438749747563,1.7058833963815616,-0.2290529226256266,22069.8661,26730.13896,RE-0,2295,IT-B,43392,21271.249,6313,13300,1461,-8.436109204664218
7332,12835.1472,-1.1742810176222769,-0.6414208879104791,-0.9670368823837929,35297.886,25786.53889,RE-9,3897,IT-A,79607,16889.655,17678,22183,1416,24.53160579951731
7720,9339.6018,-0.4880771290872614,-1.1429224203772503,0.9499034276330734,56502.9298,41157.17955,RE-9,2156,IT-10,22847,29185.988999999998,23874,13003,1857,35.71192074269055
2294,15637.3738,-0.4189256381003459,1.2154290038734932,-0.24795470277610177,40255.8804,33241.31449,RE-5,804,IT-8,37456,33250.127,16479,20715,1172,13.833890494250145
6977,13811.508,1.2042333432588417,-0.34720354840768675,-0.9260398489846867,43595.2544,43206.9995,RE-7,3426,IT-0,31739,22225.236,20816,19720,1216,3.5215717714772508
7048,4406.0988,0.4125252524132637,1.3858315999002166,0.0005216210908475917,46060.6791,25093.68496,RE-7,1207,IT-6,39993,31944.235,19869,14038,1208,-23.903781676943378
4643,17458.6828,0.9437399816026049,-0.36901762682068906,0.25544573203184656,50976.6383,37915.96683,RE-8,4336,IT-13,52287,26209.163500000002,16348,23735,1413,60.61940461125933
2887,9699.5521,0.1779599264418043,-0.45868039287574236,-0.019878235483750697,25109.5886,21783.45278,RE-1,4591,IT-10,42360,25556.717999999997,30705,9817,1157,-8.256220418087771
7088,3249.0771,-0.8537045005485555,-0.4279951925415669,0.22470037050824992,32594.81,29197.24715,RE-7,784,IT-7,29369,21066.951,28331,9058,1517,-15.557291527873073
4064,17829.0742,-0.4801560606969198,-0.894295667424326,-0.34156052428977957,49111.7004,20476.77396,RE-2,4949,IT-13,51023,33624.53,14765,5705,1470,21.702856495547795
6546,18174.551,-1.4153045271940468,-0.250667445213553,-0.21841450177842003,24275.2157,29595.800539999997,RE-2,4247,IT-4,42393,27506.752,27269,19008,1173,95.35318209242122
7132,14786.0267,-1.419165321885607,-1.150251865982436,1.811946639969859,29717.5083,21658.62772,RE-8,4677,IT-C,55833,31905.938,31269,12576,1210,7.0105440759191575
4736,10909.4862,-1.5634273706935242,0.611895138806483,-1.6108231480072912,26039.1209,26668.808930000003,RE-A,2650,IT-F,42314,23589.634,32829,11224,1208,6.437911945793399
4746,8575.7669,-1.3479038884042214,-0.5423155804274993,0.9770091282572225,38216.8937,37743.94485,RE-F,1858,IT-0,14168,17550.255,28856,19149,1606,-20.42701315895208
4831,1592.6889999999999,0.23531488509937243,0.06720565281013177,-0.05493239539806489,25843.7559,37288.40522,RE-F,560,IT-D,49098,26100.088,8191,14094,1038,-33.998132545227804
2537,5905.8139,0.472914873806875,-1.7433610859887017,0.2331139172086854,25616.4373,38229.318,RE-B,1564,IT-9,81694,23580.895,804,11605,1415,-4.0688127930807765
5874,14799.958,-0.5858973371564887,-0.056350315248125955,-0.26258183842864236,31080.0102,36105.55316,RE-3,1113,IT-5,61610,26209.163500000002,19287,13431,1002,6.420228072037146
6697,13541.6856,-0.37336481733645516,1.6530883927258317,-0.005536660985440809,48592.5541,27015.58817,RE-E,4867,IT-5,19388,26209.163500000002,26098,26276,1027,-24.612928172638235
6316,8062.9974,0.6370954041397334,0.42292569172433203,-0.3418271137296985,43537.1098,25224.677180000002,RE-6,2912,IT-5,37745,30633.107999999997,8512,21125,1489,-1.6317191349025657
4218,14143.438999999998,0.9086380558443753,1.2694180313388386,-0.052585543062780425,62226.8301,28332.97987,RE-B,775,IT-10,37655,32850.526,18111,12160,1260,-29.946812779501567
6234,15325.948999999999,-0.7186930468788386,-0.7799049932219819,-1.0440107355397024,24503.964,42559.195360000005,RE-6,1946,IT-3,62494,26209.163500000002,30743,16691,1180,41.4199995171825
5272,3860.2891,-0.48472808429167874,1.630696424945583,1.0952532219193962,33206.0481,22976.81085,RE-3,4487,IT-5,52009,24921.392000000003,27296,12825,1692,-3.5728818872738275
7330,7307.1674,0.23773284386013518,-0.27075880350074666,-0.016590448609885167,34203.1209,29539.27869,RE-9,3006,IT-10,47865,24766.994,6151,21572,1166,10.131690298474052
3581,9026.8417,0.8252041975284283,0.7090449372894573,-1.2922219521319132,26137.6708,19166.433090000002,RE-6,837,IT-13,49082,25685.243,17900,17328,1142,2.0391228339060063
4285,17896.0657,1.481014937085679,-0.8679382532804816,-0.9295358520254657,52489.3304,21763.32059,RE-4,2773,IT-7,65999,23660.889,28024,17388,1448,31.359312608207556
5250,12536.4554,1.2780203584036025,-1.621290897553882,-0.48776124162384965,23146.2057,33902.87953,RE-11,1720,IT-E,50215,38786.108,20001,17443,1554,39.02434703222235
7139,17617.3457,1.3112601088641018,-0.6778944563817446,1.031021374575468,19296.4581,28113.93132,RE-6,1155,IT-3,36274,22470.874,5849,16955,1088,-0.8639870247951418
5518,14999.5795,0.9137778738175946,0.28583486015980736,0.9554483197376108,34270.89,17745.31126,RE-D,4582,IT-10,39030,29224.588,12547,22586,1288,11.409102508911646
3725,15030.5732,-0.4724240930048289,0.6753747773351949,1.3093272901886883,51720.1114,33969.33322,RE-F,4249,IT-11,61263,26209.163500000002,7923,14896,1403,41.125182781520415
