id,y,pred
2141,0,0
2142,1,1
2143,4,4
2144,2,2
2145,0,0
2146,3,3
2147,2,2
2148,0,0
2149,3,3
2150,4,4
2151,2,2
2152,4,4
2153,4,4
2154,4,4
2155,2,2
2156,2,2
2157,1,1
2158,2,2
2159,4,4
2160,2,2
2161,3,3
2162,2,2
2163,3,3
2164,2,2
2165,4,4
2166,1,1
2167,1,1
2168,0,0
2169,0,0
2170,4,4
2171,2,2
2172,2,2
2173,1,1
2174,0,0
2175,3,3
2176,0,0
2177,0,0
2178,0,0
2179,4,4
2180,1,1
2181,0,0
2182,3,3
2183,2,1
2184,0,0
2185,3,3
2186,4,4
2187,1,1
2188,2,2
2189,1,1
2190,1,1
2191,3,3
2192,1,1
2193,3,3
2194,1,1
2195,1,1
2196,4,4
2197,2,2
2198,0,0
2199,1,1
2200,1,1
2201,1,1
2202,2,2
2203,2,2
2204,2,2
2205,0,0
2206,2,2
2207,0,0
2208,1,1
2209,0,0
2210,0,0
2211,3,3
2212,4,4
2213,2,2
2214,3,3
2215,1,1
2216,1,1
2217,0,0
2218,0,0
2219,0,0
2220,4,4
2221,3,3
2222,3,3
2223,2,2
2224,2,2
2225,1,0
2226,4,4
2227,3,3
2228,1,1
2229,1,1
2230,3,3
2231,2,2
2232,1,1
2233,0,0
2234,2,2
2235,3,3
2236,0,0
2237,4,4
2238,2,2
2239,1,1
2240,3,3
2241,0,0
2242,0,0
2243,3,3
2244,4,4
2245,1,1
2246,1,1
2247,0,0
2248,3,3
2249,2,2
2250,0,0
2251,4,4
2252,4,4
2253,0,0
2254,3,3
2255,0,0
2256,2,2
2257,4,4
2258,1,1
2259,2,2
2260,0,0
2261,0,0
2262,0,0
2263,3,3
2264,3,3
2265,0,0
2266,4,4
2267,0,0
2268,1,1
2269,1,1
2270,2,2
2271,0,0
2272,2,2
2273,0,0
2274,0,0
2275,3,3
2276,1,1
2277,3,3
2278,3,3
2279,1,1
2280,0,0
2281,1,1
2282,2,2
2283,3,3
2284,3,3
2285,1,1
2286,3,3
2287,2,2
2288,0,0
2289,4,4
2290,2,2
2291,1,1
2292,0,0
2293,1,1
2294,1,1
2295,2,2
2296,0,0
2297,2,2
2298,2,2
2299,3,3
2300,4,4
2301,1,1
2302,3,3
2303,3,3
2304,1,1
2305,4,4
2306,1,1
2307,2,2
2308,1,1
2309,1,1
2310,2,2
2311,0,0
2312,4,4
2313,1,1
2314,1,1
2315,3,3
2316,2,2
2317,2,2
2318,2,2
2319,3,3
2320,3,3
2321,4,4
2322,4,4
2323,2,2
2324,1,1
2325,2,2
2326,1,1
2327,4,4
2328,3,3
2329,3,3
2330,1,1
2331,3,3
2332,2,2
2333,1,1
2334,4,4
2335,1,1
2336,3,3
2337,2,2
2338,2,2
2339,4,4
2340,0,0
2341,2,2
2342,2,2
2343,4,4
2344,3,3
2345,2,2
2346,0,0
2347,1,1
2348,2,2
2349,0,0
2350,3,3
2351,2,2
2352,0,0
2353,1,1
2354,3,3
2355,3,3
2356,1,1
2357,0,0
2358,0,0
2359,4,4
2360,0,0
2361,4,4
2362,4,4
2363,4,4
2364,2,2
2365,3,3
2366,0,0
2367,2,2
2368,2,2
2369,2,2
2370,1,1
2371,3,3
2372,0,0
2373,4,4
2374,4,4
2375,1,1
2376,2,2
2377,1,1
2378,3,3
2379,4,4
2380,2,2
2381,1,1
2382,0,0
2383,1,1
2384,0,0
2385,1,1
2386,4,4
2387,1,1
2388,1,1
2389,1,1
2390,3,3
2391,1,1
2392,0,0
2393,4,4
2394,1,1
2395,0,0
2396,4,4
2397,2,2
2398,1,1
2399,4,4
2400,3,3
2401,1,1
2402,0,0
2403,2,2
2404,1,1
2405,2,2
2406,4,4
2407,4,4
2408,1,1
2409,1,1
2410,0,0
2411,2,2
2412,3,3
2413,1,1
2414,4,4
2415,1,1
2416,0,0
2417,4,4
2418,2,2
2419,3,3
2420,3,3
2421,0,0
2422,2,2
2423,4,4
2424,1,1
2425,0,0
2426,3,3
2427,0,0
2428,4,4
2429,2,2
2430,0,0
2431,4,4
2432,2,2
2433,2,2
2434,0,0
2435,3,3
2436,4,4
2437,3,3
2438,0,0
2439,1,1
2440,1,1
2441,3,3
2442,3,3
2443,3,3
2444,0,0
2445,3,3
2446,3,3
2447,3,3
2448,2,2
2449,0,0
2450,4,4
2451,3,3
2452,1,1
2453,2,2
2454,3,3
2455,4,4
2456,1,1
2457,1,1
2458,3,3
2459,4,4
2460,1,0
2461,4,4
2462,2,2
2463,0,0
2464,2,2
2465,2,2
2466,4,4
2467,2,2
2468,2,2
2469,2,2
2470,1,1
2471,2,2
2472,1,1
2473,2,2
2474,4,4
2475,2,2
2476,1,1
2477,0,0
2478,3,3
2479,0,0
2480,3,3
2481,2,2
2482,0,0
2483,3,3
2484,1,1
2485,2,2
2486,3,3
2487,1,1
2488,1,1
2489,2,2
2490,0,0
2491,4,4
2492,4,4
2493,1,1
2494,4,4
2495,1,1
2496,2,2
2497,1,1
2498,1,2
2499,2,2
2500,3,3
2501,2,2
2502,0,0
2503,1,1
2504,2,2
2505,4,4
2506,0,0
2507,2,2
2508,1,1
2509,1,1
2510,0,0
2511,1,1
2512,3,3
2513,2,2
2514,0,0
2515,1,1
2516,1,1
2517,2,2
2518,3,3
2519,4,4
2520,2,2
2521,1,1
2522,4,4
2523,0,0
2524,4,4
2525,1,1
2526,0,0
2527,3,3
2528,0,0
2529,3,3
2530,4,4
2531,4,4
2532,3,3
2533,0,0
2534,0,0
2535,4,4
2536,3,3
2537,2,2
2538,3,3
2539,2,2
2540,0,0
2541,3,3
2542,1,1
2543,0,0
2544,4,4
2545,1,1
2546,0,0
2547,0,0
2548,4,4
2549,1,1
2550,1,1
2551,0,0
2552,0,0
2553,3,3
2554,1,1
2555,2,2
2556,2,2
2557,3,3
2558,0,0
2559,1,1
2560,0,0
2561,1,1
2562,4,4
2563,2,2
2564,0,0
2565,1,1
2566,3,3
2567,3,3
2568,4,4
2569,1,1
2570,3,3
2571,1,1
2572,0,0
2573,0,0
2574,1,1
2575,0,0
2576,4,4
2577,1,0
2578,4,4
2579,1,1
2580,4,4
2581,1,1
2582,1,1
2583,3,3
2584,3,3
2585,2,2
2586,0,0
2587,3,3
2588,4,4
2589,3,3
2590,2,2
2591,4,4
2592,3,3
2593,3,2
2594,1,1
2595,1,1
2596,0,0
2597,4,4
2598,0,0
2599,0,0
2600,0,0
2601,1,1
2602,0,0
2603,2,2
2604,0,0
2605,4,4
2606,2,2
2607,2,2
2608,1,1
2609,0,0
2610,0,0
2611,1,1
2612,1,1
2613,4,4
2614,1,1
2615,1,1
2616,4,4
2617,3,3
2618,4,4
2619,1,1
2620,1,1
2621,1,1
2622,3,3
2623,3,3
2624,0,0
2625,2,2
2626,3,3
2627,1,1
2628,4,4
2629,0,0
2630,3,3
2631,0,0
2632,3,3
2633,0,0
2634,2,2
2635,4,4
2636,1,1
2637,0,0
2638,2,2
2639,4,4
2640,0,0
2641,1,1
2642,2,2
2643,3,3
2644,2,2
2645,1,1
2646,2,2
2647,4,4
2648,2,2
2649,0,0
2650,2,2
2651,0,0
2652,1,1
2653,0,0
2654,4,4
2655,3,3
2656,1,1
2657,0,0
2658,4,4
2659,1,1
2660,3,3
2661,1,1
2662,1,1
2663,3,3
2664,0,0
2665,0,0
2666,4,4
2667,1,1
2668,2,2
2669,4,4
2670,4,4
2671,0,0
2672,0,0
2673,0,0
2674,3,3
2675,1,1
2676,4,4
2677,0,0
2678,4,4
2679,0,0
2680,2,2
2681,3,3
2682,3,3
2683,2,2
2684,1,1
2685,2,2
2686,3,3
2687,4,4
2688,3,3
2689,1,1
2690,2,2
2691,2,2
2692,3,3
2693,0,0
2694,3,3
2695,0,0
2696,3,3
2697,0,0
2698,0,0
2699,1,1
2700,3,3
2701,2,2
2702,0,0
2703,3,3
2704,3,3
2705,3,3
2706,3,3
2707,2,2
2708,1,1
2709,4,4
2710,1,1
2711,2,2
2712,3,3
2713,1,1
2714,4,4
2715,3,3
2716,0,0
2717,1,1
2718,2,2
2719,3,3
2720,1,1
2721,2,2
2722,3,3
2723,4,4
2724,4,4
2725,1,1
2726,4,4
2727,3,3
2728,4,4
2729,1,1
2730,3,3
2731,3,3
2732,2,2
2733,4,4
2734,4,4
2735,4,4
2736,2,2
2737,3,3
2738,1,1
2739,3,3
2740,3,3
2741,3,3
2742,1,1
2743,3,3
2744,2,2
2745,3,3
2746,3,3
2747,1,1
2748,0,0
2749,0,0
2750,1,1
2751,2,2
2752,0,0
2753,1,1
2754,4,4
2755,0,0
2756,2,2
2757,1,1
2758,3,3
2759,1,1
2760,0,0
2761,0,0
2762,4,4
2763,4,4
2764,0,0
2765,3,3
2766,2,2
2767,4,4
2768,4,4
2769,2,2
2770,0,0
2771,2,2
2772,2,2
2773,4,4
2774,3,3
2775,0,0
2776,3,3
2777,0,0
2778,1,1
2779,1,1
2780,3,3
2781,3,3
2782,2,2
2783,1,1
2784,3,3
2785,1,1
2786,1,1
2787,0,0
2788,4,4
2789,1,1
2790,3,3
2791,1,1
2792,1,1
2793,4,4
2794,2,2
2795,3,3
2796,3,3
2797,0,0
2798,2,2
2799,0,0
2800,1,1
2801,3,3
2802,3,3
2803,4,4
2804,4,4
2805,0,0
2806,0,0
2807,4,4
2808,0,0
2809,1,1
2810,4,4
2811,0,0
2812,0,0
2813,4,4
2814,1,1
2815,2,2
2816,3,3
2817,2,2
2818,0,0
2819,3,3
2820,2,2
2821,3,3
2822,4,4
2823,2,2
2824,2,2
2825,3,3
2826,2,2
2827,4,4
2828,1,1
2829,4,4
2830,4,4
2831,3,3
2832,4,4
2833,1,1
2834,3,3
2835,0,0
2836,4,4
2837,0,0
2838,3,3
2839,4,4
2840,0,0
2841,4,4
2842,4,4
2843,0,0
2844,1,1
2845,0,0
2846,3,3
2847,0,0
2848,4,4
2849,2,2
2850,3,3
2851,2,2
2852,3,3
2853,0,0
2854,2,2
2855,0,0
2856,1,1
2857,2,2
2858,3,3
2859,2,2
2860,1,1
2861,1,1
2862,3,3
2863,0,0
2864,4,4
2865,1,1
2866,4,4
2867,4,4
2868,4,4
2869,2,2
2870,4,4
2871,2,2
2872,3,3
2873,2,2
2874,1,1
2875,0,0
2876,0,0
2877,2,2
2878,1,1
2879,4,4
2880,4,4
2881,1,1
2882,2,2
2883,1,1
2884,0,0
2885,0,0
2886,2,2
2887,1,1
2888,1,1
2889,4,4
2890,1,1
2891,4,4
2892,2,2
2893,3,3
2894,2,2
2895,2,2
2896,0,0
2897,0,0
2898,1,1
2899,3,3
2900,2,2
2901,2,2
2902,1,1
2903,3,3
2904,0,0
2905,0,0
2906,0,0
2907,0,0
2908,0,0
2909,1,1
2910,3,3
2911,2,2
2912,0,0
2913,4,4
2914,1,1
2915,3,3
2916,4,4
2917,0,0
2918,3,3
2919,2,2
2920,3,3
2921,0,0
2922,2,2
2923,4,4
2924,1,1
2925,3,3
2926,1,1
2927,3,3
2928,1,1
2929,3,3
2930,4,4
2931,4,4
2932,3,3
2933,3,3
2934,0,0
2935,2,2
2936,1,1
2937,4,4
2938,2,2
2939,3,3
2940,3,3
2941,3,3
2942,1,1
2943,2,2
2944,0,0
2945,1,1
2946,1,1
2947,4,4
2948,1,1
2949,0,0
2950,3,3
2951,0,0
2952,4,4
2953,0,0
2954,1,1
2955,0,0
2956,1,1
2957,2,2
2958,0,0
2959,2,2
2960,1,1
2961,0,0
2962,0,0
2963,3,3
2964,3,3
2965,1,1
2966,2,2
2967,3,3
2968,1,1
2969,3,3
2970,4,4
2971,1,1
2972,3,3
2973,1,1
2974,3,3
2975,2,2
2976,2,2
2977,2,2
2978,3,3
2979,3,3
2980,1,1
2981,4,4
2982,1,1
2983,2,2
2984,1,1
2985,4,4
2986,1,1
2987,1,1
2988,2,2
2989,4,4
2990,4,4
2991,3,3
2992,0,0
2993,3,3
2994,1,1
2995,1,1
2996,4,4
2997,0,0
2998,1,1
2999,4,4
3000,3,3
3001,0,0
3002,3,3
3003,1,1
3004,2,2
3005,1,1
3006,1,1
3007,0,0
3008,3,3
3009,2,2
3010,1,1
3011,1,1
3012,2,2
3013,2,2
3014,2,2
3015,3,3
3016,1,1
3017,2,2
3018,0,0
3019,2,2
3020,1,1
3021,1,1
3022,2,2
3023,0,0
3024,2,2
3025,2,2
3026,2,2
3027,0,0
3028,0,0
3029,3,3
3030,1,1
3031,1,1
3032,3,3
3033,4,4
3034,3,3
3035,4,4
3036,1,1
3037,2,2
3038,4,4
3039,1,1
3040,1,1
3041,0,0
3042,2,2
3043,0,0
3044,0,0
3045,4,4
3046,3,3
3047,4,4
3048,0,0
3049,3,3
3050,1,1
3051,4,4
3052,4,4
3053,1,1
3054,1,1
3055,1,1
3056,2,2
3057,3,3
3058,3,3
3059,1,1
3060,0,0
3061,0,0
3062,0,0
3063,3,3
3064,1,1
3065,3,3
3066,4,4
3067,2,2
3068,4,4
3069,0,0
3070,1,1
3071,2,2
3072,2,2
3073,0,0
3074,4,4
3075,0,0
3076,0,0
3077,4,4
3078,0,0
3079,0,0
3080,2,2
3081,0,0
3082,4,4
3083,2,2
3084,3,3
3085,3,2
3086,2,2
3087,0,0
3088,0,0
3089,1,1
3090,2,2
3091,1,1
3092,4,4
3093,3,3
3094,4,4
3095,1,1
3096,3,3
3097,3,3
3098,1,1
3099,1,1
3100,2,2
3101,3,3
3102,1,1
3103,3,3
3104,1,1
3105,4,4
3106,1,1
3107,1,1
3108,1,1
3109,2,2
3110,3,3
3111,2,2
3112,1,1
3113,0,0
3114,3,3
3115,2,2
3116,1,1
3117,3,3
3118,1,1
3119,1,1
3120,3,3
3121,3,3
3122,3,3
3123,2,2
3124,0,0
3125,2,2
3126,3,3
3127,2,2
3128,0,0
3129,1,1
3130,4,4
3131,4,4
3132,0,0
3133,4,4
3134,1,1
3135,2,2
3136,1,1
3137,3,3
3138,0,0
3139,4,4
3140,4,4
3141,0,0
3142,0,0
3143,2,2
3144,4,4
3145,4,4
3146,0,0
3147,4,4
3148,4,4
3149,0,0
3150,2,2
3151,0,0
3152,0,0
3153,0,0
3154,2,2
3155,4,4
3156,4,4
3157,2,2
3158,3,3
3159,0,0
3160,2,2
3161,0,0
3162,2,2
3163,0,0
3164,1,1
3165,1,1
3166,3,3
3167,1,1
3168,2,2
3169,0,0
3170,1,1
3171,1,1
3172,0,0
3173,1,1
3174,0,0
3175,1,1
3176,4,4
3177,1,1
3178,2,2
3179,2,2
3180,0,0
3181,2,2
3182,3,3
3183,4,4
3184,3,3
3185,4,4
3186,2,2
3187,4,4
3188,3,3
3189,0,0
3190,1,1
3191,4,4
3192,4,4
3193,3,3
3194,1,1
3195,2,2
3196,2,2
3197,4,4
3198,2,2
3199,1,1
3200,4,4
3201,0,0
3202,2,2
3203,3,3
3204,2,2
3205,0,0
3206,3,3
3207,3,3
3208,3,3
3209,1,1
3210,0,0
3211,3,3
3212,4,4
3213,3,3
3214,4,4
3215,1,1
3216,2,2
3217,2,2
3218,2,2
3219,4,4
3220,4,4
3221,2,2
3222,3,3
3223,2,2
3224,2,2
3225,4,4
3226,4,4
3227,2,2
3228,3,3
3229,3,3
3230,0,0
3231,1,1
3232,0,0
3233,2,2
3234,0,0
3235,4,4
3236,3,3
3237,2,2
3238,4,4
3239,1,1
3240,3,3
3241,2,2
3242,1,1
3243,1,1
3244,4,4
3245,1,1
3246,1,1
3247,2,2
3248,0,0
3249,0,0
3250,2,2
3251,0,0
3252,1,1
3253,3,3
3254,1,1
3255,1,1
3256,1,1
3257,1,1
3258,2,2
3259,1,1
3260,0,0
3261,0,0
3262,3,3
3263,0,0
3264,3,3
3265,3,3
3266,0,0
3267,2,2
3268,3,3
3269,2,2
3270,4,4
3271,3,3
3272,2,2
3273,1,1
3274,0,0
3275,1,1
3276,2,2
3277,0,0
3278,2,2
3279,1,1
3280,2,2
3281,0,0
3282,2,2
3283,1,1
3284,2,2
3285,4,4
3286,3,3
3287,2,2
3288,2,2
3289,4,4
3290,4,4
3291,4,4
3292,3,3
3293,3,3
3294,3,3
3295,0,0
3296,1,1
3297,0,0
3298,3,3
3299,0,0
3300,3,3
3301,2,2
3302,2,2
3303,4,4
3304,0,0
3305,0,0
3306,4,4
3307,3,3
3308,4,4
3309,0,0
3310,2,2
3311,2,2
3312,4,4
3313,2,2
3314,3,3
3315,2,2
3316,4,4
3317,2,2
3318,1,1
3319,3,3
3320,0,0
3321,4,4
3322,2,2
3323,1,1
3324,1,1
3325,2,2
3326,4,4
3327,2,2
3328,4,4
3329,3,3
3330,3,3
3331,4,4
3332,0,0
3333,3,3
3334,2,2
3335,2,2
3336,3,3
3337,1,1
3338,0,0
3339,4,4
3340,3,3
3341,0,0
3342,0,0
3343,2,2
3344,1,1
3345,4,4
3346,3,3
3347,1,1
3348,3,3
3349,4,4
3350,4,4
3351,4,4
3352,4,4
3353,2,2
3354,2,2
3355,0,0
3356,3,3
3357,0,0
3358,3,3
3359,1,1
3360,0,0
3361,0,0
3362,4,4
3363,2,2
3364,0,0
3365,1,1
3366,3,3
3367,0,0
3368,0,0
3369,4,4
3370,1,1
3371,3,3
3372,3,3
3373,4,4
3374,2,2
3375,2,2
3376,2,2
3377,2,2
3378,4,4
3379,0,0
3380,3,3
3381,2,2
3382,3,3
3383,4,4
3384,0,0
3385,3,3
3386,1,1
3387,4,4
3388,0,0
3389,2,2
3390,4,4
3391,1,1
3392,3,3
3393,2,2
3394,2,2
3395,2,2
3396,4,4
3397,0,0
3398,1,1
3399,4,4
3400,4,4
3401,4,4
3402,1,1
3403,1,1
3404,1,1
3405,4,4
3406,4,4
3407,3,3
3408,4,4
3409,3,3
3410,0,0
3411,3,3
3412,3,3
3413,2,2
3414,4,4
3415,3,3
3416,2,2
3417,1,1
3418,3,3
3419,0,0
3420,2,2
3421,2,2
3422,0,0
3423,0,0
3424,1,1
3425,2,2
3426,4,4
3427,4,4
3428,4,4
3429,4,4
3430,0,0
3431,0,0
3432,3,3
3433,1,1
3434,3,3
3435,2,2
3436,1,1
3437,0,0
3438,3,3
3439,4,4
3440,1,1
3441,2,2
3442,1,1
3443,0,0
3444,4,4
3445,2,2
3446,0,0
3447,0,0
3448,1,1
3449,1,1
3450,4,4
3451,4,4
3452,2,2
3453,4,4
3454,4,4
3455,1,1
3456,3,3
3457,2,2
3458,0,0
3459,4,4
3460,1,1
3461,0,0
3462,4,4
3463,0,0
3464,3,3
3465,0,0
3466,0,0
3467,0,0
3468,4,4
3469,1,1
3470,2,2
3471,2,2
3472,0,0
3473,3,3
3474,3,3
3475,1,1
3476,0,0
3477,0,0
3478,3,3
3479,2,2
3480,1,1
3481,4,4
3482,0,0
3483,2,2
3484,4,4
3485,3,3
3486,0,0
3487,1,1
3488,1,1
3489,1,1
3490,4,4
3491,3,3
3492,3,3
3493,4,4
3494,0,0
3495,4,4
3496,3,3
3497,1,1
3498,3,3
3499,1,1
3500,3,3
3501,2,2
3502,2,2
3503,3,3
3504,1,1
3505,1,1
3506,1,1
3507,2,2
3508,2,2
3509,2,2
3510,4,4
3511,1,1
3512,0,0
3513,2,2
3514,4,4
3515,3,3
3516,2,2
3517,0,0
3518,1,1
3519,4,4
3520,1,1
3521,4,4
3522,0,0
3523,2,2
3524,3,3
3525,0,0
3526,4,4
3527,2,2
3528,4,4
3529,1,1
3530,4,4
3531,3,3
3532,2,2
3533,2,2
3534,4,4
3535,3,3
3536,0,0
3537,4,4
3538,4,4
3539,1,1
3540,2,2
3541,0,0
3542,2,2
3543,3,3
3544,4,4
3545,1,1
3546,3,3
3547,4,4
3548,3,3
3549,2,2
3550,2,1
3551,2,2
3552,4,4
3553,3,3
3554,1,1
3555,0,0
3556,2,2
3557,4,4
3558,2,2
3559,4,4
3560,0,0
3561,1,1
3562,2,2
3563,0,0
3564,2,2
3565,0,0
3566,4,4
3567,0,0
3568,3,3
3569,2,2
3570,3,3
3571,1,1
3572,2,2
3573,2,2
3574,2,2
3575,1,1
3576,3,3
3577,4,4
3578,4,4
3579,3,3
3580,2,2
3581,0,0
3582,4,4
3583,2,2
3584,4,4
3585,4,4
3586,4,4
3587,4,4
3588,2,2
3589,4,4
3590,1,1
3591,4,4
3592,0,0
3593,3,3
3594,1,0
3595,0,0
3596,3,3
3597,2,2
3598,3,3
3599,1,1
3600,2,2
3601,1,1
3602,1,1
3603,0,0
3604,4,4
3605,4,4
3606,1,1
3607,1,1
3608,2,2
3609,1,1
3610,2,2
3611,3,3
3612,1,1
3613,0,0
3614,1,1
3615,1,1
3616,3,3
3617,3,3
3618,2,2
3619,2,2
3620,2,2
3621,3,3
3622,0,0
3623,4,4
3624,2,2
3625,4,4
3626,3,3
3627,1,1
3628,4,4
3629,0,0
3630,4,4
3631,3,3
3632,3,3
3633,2,3
3634,1,1
3635,1,1
3636,4,4
3637,2,2
3638,4,4
3639,2,2
3640,2,2
3641,4,4
3642,4,4
3643,1,1
3644,2,2
3645,3,3
3646,1,1
3647,3,3
3648,3,3
3649,1,1
3650,4,4
3651,0,0
3652,4,4
3653,4,4
3654,3,3
3655,3,3
3656,0,0
3657,0,0
3658,3,3
3659,3,3
3660,1,1
3661,0,0
3662,4,4
3663,4,4
3664,4,4
3665,3,3
3666,2,2
3667,3,3
3668,0,0
3669,0,0
3670,2,2
3671,0,0
3672,4,4
3673,2,2
3674,2,2
3675,2,2
3676,4,4
3677,2,2
3678,0,0
3679,0,0
3680,3,3
3681,0,0
3682,4,4
3683,1,1
3684,3,3
3685,0,0
3686,2,2
3687,2,2
3688,2,2
3689,4,4
3690,3,3
3691,1,1
3692,2,2
3693,0,0
3694,4,4
3695,3,3
3696,4,4
3697,2,2
3698,4,4
3699,4,4
3700,4,4
3701,2,2
3702,2,2
3703,1,1
3704,3,3
3705,4,4
3706,1,1
3707,0,0
3708,4,4
3709,2,2
3710,0,0
3711,4,4
3712,4,4
3713,1,1
3714,1,1
3715,2,2
3716,2,2
3717,1,1
3718,2,2
3719,0,0
3720,0,0
3721,3,3
3722,0,0
3723,4,4
3724,4,4
3725,1,1
3726,2,2
3727,1,1
3728,3,3
3729,1,1
3730,0,0
3731,2,2
3732,4,4
3733,1,1
3734,4,4
3735,0,0
3736,1,1
3737,3,3
3738,1,1
3739,0,0
3740,4,4
3741,0,0
3742,3,3
3743,1,1
3744,4,4
3745,4,4
3746,4,4
3747,2,2
3748,2,2
3749,1,1
3750,0,0
3751,3,3
3752,3,3
3753,3,3
3754,3,3
3755,3,3
3756,0,0
3757,4,4
3758,3,3
3759,2,2
3760,3,3
3761,1,1
3762,3,3
3763,1,1
3764,2,2
3765,4,4
3766,2,2
3767,3,3
3768,0,0
3769,1,1
3770,1,1
3771,1,1
3772,2,2
3773,0,0
3774,4,4
3775,4,4
3776,3,3
3777,3,3
3778,3,3
3779,1,1
3780,2,2
3781,2,2
3782,2,2
3783,4,4
3784,1,1
3785,1,1
3786,0,0
3787,3,3
3788,4,4
3789,0,0
3790,2,2
3791,3,3
3792,2,2
3793,4,4
3794,1,1
3795,1,1
3796,1,1
3797,3,3
3798,1,1
3799,2,2
3800,3,3
3801,2,2
3802,2,2
3803,3,3
3804,2,2
3805,3,3
3806,2,2
3807,3,3
3808,0,0
3809,2,2
3810,4,4
3811,0,0
3812,0,0
3813,0,0
3814,1,1
3815,1,1
3816,2,2
3817,3,3
3818,3,3
3819,1,1
3820,1,1
3821,3,3
3822,0,0
3823,4,4
3824,2,2
3825,1,1
3826,3,3
3827,3,3
3828,2,2
3829,0,0
3830,0,0
3831,0,0
3832,0,0
3833,3,3
3834,0,0
3835,1,1
3836,0,0
3837,3,3
3838,3,3
3839,1,1
3840,2,2
3841,1,1
3842,3,3
3843,2,2
3844,1,1
3845,4,4
3846,4,4
3847,3,3
3848,2,2
3849,2,2
3850,4,4
3851,1,1
3852,0,0
3853,0,0
3854,3,3
3855,1,1
3856,3,3
3857,2,2
3858,1,1
3859,4,4
3860,1,1
3861,3,3
3862,1,1
3863,1,2
3864,4,4
3865,0,0
3866,4,4
3867,2,2
3868,2,3
3869,2,2
3870,0,0
3871,2,2
3872,1,1
3873,0,0
3874,2,2
3875,0,0
3876,2,2
3877,0,0
3878,3,3
3879,1,1
3880,1,1
3881,2,2
3882,4,4
3883,3,3
3884,3,3
3885,3,3
3886,1,1
3887,2,2
3888,2,2
3889,3,3
3890,2,2
3891,4,4
3892,2,2
3893,0,0
3894,2,2
3895,1,1
3896,0,0
3897,0,0
3898,2,2
3899,4,4
3900,2,2
3901,4,4
3902,4,4
3903,1,1
3904,1,1
3905,3,3
3906,0,0
3907,2,2
3908,4,4
3909,2,2
3910,3,3
3911,4,4
3912,3,3
3913,3,3
3914,1,1
3915,1,1
3916,4,4
3917,1,1
3918,2,2
3919,0,0
3920,4,4
3921,3,3
3922,2,2
3923,1,1
3924,0,0
3925,4,4
3926,0,0
3927,0,0
3928,0,0
3929,1,1
3930,2,2
3931,0,0
3932,3,3
3933,0,0
3934,2,2
3935,4,4
3936,2,2
3937,0,0
3938,4,4
3939,2,2
3940,0,0
3941,3,3
3942,4,4
3943,2,2
3944,3,3
3945,4,4
3946,1,1
3947,2,2
3948,2,2
3949,2,2
3950,3,3
3951,1,1
3952,3,3
3953,2,2
3954,1,1
3955,4,4
3956,4,4
3957,4,4
3958,2,3
3959,3,3
3960,1,1
3961,0,0
3962,1,1
3963,1,1
3964,1,1
3965,0,0
3966,1,1
3967,1,1
3968,1,1
3969,2,2
3970,2,2
3971,2,2
3972,1,1
3973,1,1
3974,4,4
3975,2,2
3976,2,2
3977,2,2
3978,3,3
3979,3,3
3980,4,4
3981,0,0
3982,2,2
3983,4,4
3984,0,0
3985,3,3
3986,4,4
3987,1,1
3988,4,4
3989,3,3
3990,1,1
3991,0,0
3992,1,1
3993,1,1
3994,3,3
3995,2,2
3996,0,0
3997,1,1
3998,1,1
3999,4,4
4000,1,1
4001,2,2
4002,0,0
4003,3,3
4004,1,1
4005,2,2
4006,0,0
4007,0,0
4008,0,0
4009,1,1
4010,1,1
4011,4,4
4012,1,1
4013,3,3
4014,4,4
4015,2,2
4016,3,3
4017,4,4
4018,0,0
4019,1,1
4020,3,3
4021,0,0
4022,0,0
4023,2,2
4024,4,4
4025,1,1
4026,1,1
4027,0,0
4028,1,1
4029,4,4
4030,2,2
4031,0,0
4032,3,3
4033,0,0
4034,3,3
4035,4,4
4036,3,3
4037,3,3
4038,0,0
4039,3,3
4040,4,4
4041,3,3
4042,2,2
4043,3,3
4044,4,4
4045,3,3
4046,0,0
4047,2,2
4048,0,0
4049,4,4
4050,3,3
4051,3,3
4052,0,0
4053,1,1
4054,1,1
4055,2,2
4056,4,4
4057,4,4
4058,2,2
4059,4,4
4060,1,1
4061,3,3
4062,4,4
4063,3,3
4064,3,3
4065,0,0
4066,0,0
4067,1,1
4068,2,2
4069,4,4
4070,3,3
4071,2,2
4072,4,4
4073,4,4
4074,1,1
4075,3,3
4076,1,1
4077,4,4
4078,1,1
4079,1,1
4080,0,0
4081,1,1
4082,1,1
4083,2,2
4084,3,3
4085,4,4
4086,3,3
4087,1,1
4088,1,1
4089,2,2
4090,3,3
4091,0,0
4092,0,0
4093,0,0
4094,0,0
4095,0,0
4096,1,1
4097,4,4
4098,0,0
4099,0,0
4100,3,3
4101,2,2
4102,2,2
4103,2,2
4104,4,4
4105,4,4
4106,2,2
4107,0,0
4108,1,1
4109,1,1
4110,4,4
4111,2,2
4112,0,0
4113,4,4
4114,2,2
4115,2,2
4116,2,2
4117,0,0
4118,1,1
4119,1,1
4120,0,0
4121,0,0
4122,2,2
4123,2,2
4124,3,3
4125,2,2
4126,1,1
4127,2,2
4128,1,1
4129,0,0
4130,2,3
4131,0,0
4132,2,2
4133,3,3
4134,4,4
4135,3,3
4136,4,4
4137,3,3
4138,0,0
4139,2,2
