id,distance,height,landings,number,pack,age,usage,weight,item,volume,width,max,power,size,target,density,region-RE-0,region-RE-1,region-RE-10,region-RE-11,region-RE-2,region-RE-3,region-RE-4,region-RE-5,region-RE-6,region-RE-7,region-RE-8,region-RE-9,region-RE-A,region-RE-B,region-RE-C,region-RE-D,region-RE-E,region-RE-F
333,4196,8225.4227,18241.559409999998,21314.75731,30912.1782,36325.7869,33117.9217,3002,18,14087,27574.789,12715,13851,981,-33.29833420319648,0.213104280542344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
334,3893,5725.3635,5714.447770000001,47229.48519,41809.9941,16362.5528,29058.80665,3749,17,36384,25504.584,5612,13150,1563,46.5536450183683,0.10303979771328056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
335,2238,1305.3166,12257.4844,49769.44107,41505.176,55697.362,48203.99846,3071,5,57501,22677.125,5969,11864,1584,14.979483560440618,0.05340776682144659,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
336,4945,8492.2383,21558.90911,33411.58104,44662.282999999996,21841.8192,47412.984019999996,2679,8,25579,30491.116,33764,19325,1697,24.29704100685752,0.10473435239845186,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
337,6693,18176.8716,7851.495140000001,24024.38545,48282.5634,43985.3565,19994.14958,4561,16,29503,35366.193999999996,9948,9213,1735,15.790066991575966,0.15459444802223501,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
338,2715,13182.9346,37548.69213,15144.96532,37699.3572,31276.0796,31727.984519999998,4450,19,30644,,32183,14293,1991,35.88219824008513,0.14521602923900273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
339,4414,9016.1004,43098.27098,10060.4552,34818.9632,40040.6465,30806.13693,3091,7,57099,33412.576,16309,14539,1576,36.73005847598925,0.05413404788174924,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
340,5164,7436.6729,36532.32593,10755.35283,40816.4104,68439.675,25376.77691,4591,4,39245,30845.515,17189,17706,1316,-4.136863216984092,0.11698305516626321,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,4848,10552.7733,11007.75025,58774.35751,52122.392,43807.8654,22299.34897,3756,3,49583,24998.487999999998,4420,8299,1488,-11.156758452968075,0.07575176975979671,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
342,5878,14385.857,25742.38581,56975.635610000005,38189.8489,38541.594,46324.06803,827,9,49993,34552.972,19332,12509,879,3.0884348980073817,0.016542315924229393,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
343,4215,5940.5615,41196.60328,14277.212309999999,47956.3842,49956.6115,49060.54363,684,12,66701,42065.924000000006,18713,18845,1426,50.19904748835508,0.0102547188198078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,3599,8704.133,20318.61003,7535.207329999999,46941.4561,37100.0706,25521.81899,625,6,32181,32588.144,5752,20969,1466,-13.045062139015435,0.01942139771915105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
345,6257,6877.2972,29229.24273,21630.14813,54761.8381,27915.7061,36871.30642,2142,5,53415,,9406,13416,1491,5.023429843413213,0.040101095197978096,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
346,5353,4332.0946,16057.088880000001,40817.22357,34898.6213,45015.5365,23601.55966,4972,7,29816,28016.102000000003,8943,11209,1272,-43.16716430779497,0.16675610410517844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
347,5335,1938.5556,15382.88859,8482.06322,57026.1143,32895.0247,22919.71305,2198,4,54847,28434.002999999997,32211,18549,1361,6.127380660936511,0.04007511805568217,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
348,2731,5441.8316,27769.72665,20551.61002,30888.7987,19772.6385,30474.700569999997,2115,8,44669,35650.687999999995,12387,2307,1169,-127.265688042975,0.04734827285141821,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,3665,991.3049,30626.16943,8796.73874,28729.6223,47456.3999,21395.744609999998,2559,9,44269,35678.48,23570,19196,1023,-21.695454727462774,0.05780568795319524,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
350,6740,2822.7236,37802.27711,46163.94345,63755.6222,34197.3751,37099.709389999996,3861,11,22795,41637.773,22720,17493,711,-34.304861085334714,0.16937924983549024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
351,4728,12280.8189,32166.04167,21179.0613,42862.1681,25739.0913,43262.524139999994,4806,16,41994,24087.542,13849,20375,1144,4.719806471058608,0.11444492070295756,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
352,5568,2344.4648,44214.354980000004,50363.16146,31357.6417,51646.6814,29593.260110000003,2260,1,72943,22652.101000000002,15195,18603,1355,-110.3560826931128,0.030983096390332178,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
353,4753,14074.2193,22272.65717,34142.90688,31504.3754,24763.8077,10224.16379,1071,1,35299,24440.382999999998,12712,20496,1032,-35.201169276055865,0.030340802855604976,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
354,3684,16826.3344,42142.28806,2101.6343100000004,59487.6633,18530.5388,3415.35894,4279,15,42485,20345.266,10811,7263,1475,-24.57532252471058,0.1007179004354478,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
355,5575,5648.5985,1401.7285,51071.3014,51875.6224,32508.2231,23558.07157,2342,0,33840,14316.976,15349,16783,1107,-65.53682034598692,0.0692080378250591,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
356,3756,16044.7023,27298.635860000002,60110.995760000005,48517.0434,21195.3929,37120.00197,4478,19,50284,19708.743000000002,27912,20095,1122,9.818016381032338,0.08905417230132845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,4353,2463.1653,24853.31941,43398.650819999995,59138.8766,33519.244,28220.84965,4208,10,46547,32665.517000000003,30682,17568,1327,-0.8759628469252512,0.0904032483296453,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
358,4455,9545.4641,2423.87935,49564.72711,64184.9134,11504.1971,37423.73162,4532,12,61755,20469.259,31215,23612,1676,15.873875206474562,0.07338677030199983,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
359,4627,14705.7893,14748.9587,41368.86844,42902.0718,43645.5909,36244.97243,1301,10,42022,34577.642,1852,23898,1248,14.798510088736403,0.030959973347294275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
360,3773,13815.7901,30884.08557,1026.4945599999999,60018.348,51227.3664,22732.012919999997,2818,6,51140,31140.374,8776,8760,1515,-11.181140038288175,0.05510363707469691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
361,3991,9195.918,12267.56782,52722.23215,34861.4836,72709.0,25145.062019999998,3664,15,49087,26239.689,4267,11694,1292,-32.38885900566717,0.07464298082995498,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
362,5367,4170.5661,27630.21517,13373.06369,40117.494,58617.3734,28046.68969,3791,18,20574,15292.973,25895,11161,1226,-69.44729917063188,0.18426168951103333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
363,6153,16565.4771,28380.861889999996,2288.17127,59867.3568,36521.3784,33183.6994,602,16,70110,18637.001,7527,17606,987,-5.949678904628158,0.008586506917700756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
364,5090,6185.6066,5223.83875,53970.27091,45877.1723,32009.9292,47909.21657,525,17,67932,20544.206000000002,26671,14073,1207,3.628705659331572,0.007728316551845964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
365,5559,18218.799,30548.459160000002,16074.311730000001,62882.6368,64960.4869,22645.27812,795,5,46225,20923.048,5455,22271,629,-33.9473475431826,0.01719848566792861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,7083,4141.4032,1435.58581,60040.23779,49249.8346,20519.4304,23917.32028,3063,10,37797,22313.039,17992,11907,1479,-27.058621960705967,0.08103817763314548,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367,3159,17570.7092,41800.936630000004,13643.504359999999,18720.3276,18223.6806,36255.966089999994,2469,19,34950,32814.229,2164,15004,1209,10.205205631570102,0.07064377682403433,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
368,4963,3379.3037,18540.79237,12031.510970000001,46610.3461,46965.8868,39092.53957,3769,1,45230,,817,17907,1125,-19.08437233592237,0.08332964846340925,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
369,4131,17333.4967,33158.44673,2158.60277,63838.6216,37356.8984,7302.98765,609,10,15575,18065.27,5972,21988,1280,-44.17007553718239,0.03910112359550562,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
370,3845,15279.6859,41086.22302,4437.36336,59658.5209,36426.7764,42588.76313,4039,0,30563,30201.578999999998,20576,13434,1271,-1.339500825648149,0.13215325720642607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
371,4071,10076.5806,38049.64375,48597.64832,47559.2163,28509.7872,54557.74089,2910,11,27803,22816.354,457,25831,1166,-6.1909076644700685,0.10466496421249505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
372,5683,4174.1974,17581.6461,24122.18014,34122.4927,48844.7522,27354.8028,1518,9,39563,32526.647,17696,15093,1441,-19.854846124813825,0.03836918332785683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
373,5285,18169.8476,13027.0929,12743.511279999999,44495.9242,27954.5519,31656.253080000002,3879,17,21915,24976.315,31681,8604,1099,-26.094561218559974,0.17700205338809036,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
374,5895,14388.364,8022.278509999999,48978.252980000005,46589.9049,43092.5177,34428.75411,2749,11,66793,27230.432,18610,17263,802,-3.341148151046834,0.041157007470842756,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,5809,12423.1391,6896.37413,52286.476039999994,20639.1444,41991.1272,32199.88467,2341,17,24208,37865.458,26586,16205,1748,51.89702913450239,0.09670356906807667,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,6685,7793.5016,16142.45717,40923.797360000004,62904.6368,26908.7126,37936.84453,4250,10,37333,27153.585,3999,14046,1584,-15.366315372220472,0.11384030214555486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
377,4581,2431.2323,43809.27513,49392.09352,57223.7989,37583.0774,37561.56422,4800,16,35598,23868.493,9682,14511,1163,-26.96844477735966,0.1348390359008933,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,4154,4570.2216,44164.296930000004,50436.32569,36740.3992,39143.8626,36600.50056,4679,17,54700,37132.843,32163,11942,1034,16.318895566126553,0.08553930530164534,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
379,6041,12957.7685,23075.77827,19778.35202,49480.2256,38916.5105,36001.68961,1942,8,46127,31004.516,11075,15026,1520,13.972743699419244,0.04210115550545234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,3864,15219.1416,32455.7806,16086.86445,55073.513,35151.5583,27819.1272,4677,8,30562,33591.411,33107,14164,1583,22.902848300995412,0.15303317845690728,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,3134,14873.4348,1891.32966,26511.82548,52055.363,34629.4757,34810.39245,1379,12,30000,28356.959,5216,20930,1134,-18.387495537417518,0.04596666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
382,4262,11802.3588,1101.65291,2770.63937,36092.9288,29735.6887,43161.21533,4225,17,70285,27694.854,28822,10902,1359,28.773416201143235,0.060112399516255244,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
383,4827,5646.6716,10135.6365,38250.529669999996,42735.7931,27897.6121,61817.0,3813,2,47588,,8752,24719,1471,27.002036909555997,0.08012524165756073,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
384,1994,6864.5461,19419.838480000002,36459.145260000005,52106.7665,37005.1319,15884.302440000001,729,6,74269,20913.4,18050,10830,1423,-23.44932557218412,0.00981567006422599,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
385,2825,4575.4716,24620.27105,11448.086870000001,32544.065,34982.8297,40795.767439999996,1180,1,76385,29295.822,21685,17297,1461,21.798215293596574,0.015448059173921582,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,5205,16333.1294,42131.27167,25569.76523,47504.814000000006,26995.8931,34601.283260000004,1919,8,59749,20011.349,7927,20708,1254,-0.036251832954650176,0.03211769234631542,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
387,5573,9865.4352,37395.11898,36588.47473,48036.7601,53608.2282,24278.07329,702,19,34423,26159.423,26799,9817,1277,-14.945677944171717,0.020393341661098685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
388,2729,15373.405,15315.83361,4436.59075,46521.5331,27193.8958,36241.79719,1596,3,32567,42284.124,32187,15398,1799,57.750213255545766,0.049006663186661345,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,4726,18355.0614,16276.331030000001,29058.542269999998,26239.1496,32235.6957,40919.136419999995,3400,16,39424,19817.843,7082,12838,1360,6.962938430424678,0.08624188311688312,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
390,4013,5810.562,23610.84464,59073.73063,781.0,49692.9751,31998.68914,3976,3,22347,38183.359,23946,18137,1403,51.226009846847184,0.17792097373249205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
391,6797,14911.6655,26378.91752,39782.09327,46589.1074,24584.3012,29298.32257,3958,5,9583,23112.656000000003,15260,17192,1130,34.02671190508606,0.4130230616717103,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
392,3136,7444.4132,36756.13278,35036.11062,16384.5737,48420.5896,39201.61405,3803,10,66790,,7902,14369,1407,26.33464587003353,0.056939661625991914,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
393,5050,12268.6844,2473.27361,28471.2169,54729.7494,30412.0012,32024.06622,1252,4,56945,21356.741,13144,13087,1611,4.724764053577804,0.02198612696461498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
394,7134,10920.7167,41191.15243,18127.09709,74019.2969,39175.7076,903.0267,2718,9,30055,25723.352000000003,7899,13606,894,-70.67172704888726,0.09043420395940775,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
395,4467,14907.2632,5411.7692,15591.18615,71414.8815,43230.7203,36929.33393,1405,4,49558,32963.824,20299,13831,1451,28.491355372799283,0.028350619476169337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
396,4811,18640.0851,17510.3201,26596.863230000003,64049.4901,34607.6858,36022.47748,3576,1,48479,30864.45,28086,21324,1375,24.182680562052642,0.07376389777016852,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397,5905,1721.5531,29659.99082,42398.77409,29049.9599,53313.5438,42270.73966,3233,7,32223,29926.006,3624,15115,895,-35.29896053518337,0.10033206095025292,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
398,6994,8917.4129,35206.12075,5060.7546,53937.3115,45309.5601,24432.19943,2720,16,47891,32213.873,16277,12647,938,-22.324229286943503,0.05679564009939237,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,4666,13412.8538,35275.13768,30737.8822,52087.5503,36673.3316,40026.0183,4610,14,33154,32236.105,12470,17344,1506,23.796708014241705,0.13904807866320806,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,6905,14611.7073,36059.48972,22705.650569999998,50789.6608,50847.5449,24305.10615,3384,17,29940,26065.752999999997,23956,15067,1353,-1.0262825174490953,0.11302605210420842,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
401,7927,17813.5256,30146.06455,26515.13721,58306.7839,55083.8994,37922.338189999995,3229,5,34565,21350.783,27852,16351,1836,59.2927767530649,0.09341819759872703,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
402,4571,17578.7437,5170.00379,8186.5888,69686.1642,41047.2814,21149.64369,510,6,42231,19505.63,18062,13257,1326,-32.22969737396621,0.012076436740782837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
403,1744,2644.29,26325.53493,44478.6734,39034.8835,50029.962,34251.62777,4711,0,7809,,3028,23679,1555,-16.610648749441935,0.6032782686643616,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,3194,17515.9294,35534.45846,45628.59187,42242.889,26327.4134,26062.29931,2618,1,44293,22780.377,28451,14809,1468,15.874046709125972,0.05910640507529406,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
405,3643,14148.0004,29931.399980000002,8048.07143,48557.3787,8123.8217,19885.20985,2327,12,59368,29048.827,1014,22886,1739,32.293310114736535,0.039196199973049455,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,5718,17251.3771,26732.7524,34139.50384,40389.9935,34139.4947,32859.86747,974,10,50815,16739.133,29809,13925,1330,5.043433716908976,0.019167568631309653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
407,9429,5884.1274,22767.969230000002,51569.24684,48349.857,26278.7514,30888.688510000004,3176,18,48315,25168.292999999998,15651,4373,1087,-63.201006123045595,0.06573527889889268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
408,7436,14842.2642,12517.585659999999,14404.078619999998,18033.3411,28919.2941,29424.23794,4516,9,84342,26442.06,12854,22536,1509,84.50651603646357,0.05354390457897607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
409,5672,12665.2523,15944.385890000001,44210.76481,51628.4636,33733.565,41778.095539999995,2157,3,39849,,33438,14786,1360,31.272863209340038,0.05412933825190092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
410,5545,4559.2764,27023.41243,7381.01808,55259.8088,24229.3079,25065.76289,1218,4,47462,26198.106,8964,18549,1376,-1.1857275839381292,0.025662635371455057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
411,4352,7969.677,3718.2751299999995,5601.98205,52483.1228,54028.632000000005,47386.91959,3723,10,57707,,19882,11109,1640,29.133245382128855,0.06451557003483113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
412,5277,17098.2652,18156.08206,38332.952860000005,65488.6059,19843.4133,30644.20433,2215,1,41185,18401.425,22690,14729,1434,-86.03143055854997,0.05378171664440937,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
413,5004,9205.8699,6668.5315,39241.39572,29980.8105,46822.7987,50176.472069999996,1967,19,48544,41814.59,11904,23278,1395,53.500688967592325,0.0405199406723797,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,3947,8371.5727,31214.251269999997,28885.89571,26548.6146,32637.9645,17664.94034,1402,14,71341,29705.942000000003,23856,18694,1291,18.5036205244323,0.01965209346659004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
415,3945,9858.1445,2880.86769,1506.3495,39184.5876,44142.0598,24039.91562,2709,14,49428,38000.65,5842,12870,1528,5.240287954013477,0.05480699198834669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
416,3641,12423.5142,39854.83608,49113.02135,29286.9948,31139.0733,42195.65029,3925,2,53292,31668.891,33397,16138,1923,79.53147401983351,0.07365082939277941,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,6453,18082.0126,26187.8145,28828.263769999998,36998.6172,43466.176,27467.227239999997,525,4,54761,32237.882999999998,22534,17753,1280,33.272906253950445,0.009587114917550812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
418,5889,15124.9577,10616.66411,13562.22354,46785.5531,32442.659,30864.183380000002,4283,13,38259,24060.971,14446,24448,1458,1.221167704359758,0.11194751561724038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
419,3962,6272.1418,28975.36188,54075.22384,35913.6173,59768.764,33433.22211,1074,8,66775,23112.135,21713,8640,1016,-0.7412272897537306,0.01608386372145264,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
420,3301,2817.8561,15662.27275,2131.1542,40564.9267,24446.6878,15797.81137,3071,9,71518,26109.716,19062,18597,1689,6.692273103118351,0.04294023882099611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
421,6670,15108.6462,4294.75039,48895.37549,35376.9883,41341.5559,24240.54296,2459,2,71234,,27283,14088,1276,18.099899680938435,0.034520032568717184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
422,5974,13378.9467,17700.5215,49756.765810000004,60025.2242,26128.5294,33584.05212,4296,0,47218,23629.564,7882,20182,1168,-29.624969338084025,0.09098225253081452,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
423,4297,8942.1417,12654.8753,50053.15686,39137.274,51843.9862,40316.20995,888,7,55773,28834.529,17220,16341,1429,16.121582325248582,0.015921682534559733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
424,4720,18011.3922,13265.94883,60033.76911,27739.4475,41566.0324,11317.26735,2877,0,27749,35550.895,1040,14144,1565,-5.254988865306447,0.10367941187069804,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
425,1987,7362.7548,18315.15554,61028.5439,39671.543,22069.8661,26730.13896,2295,15,43392,21271.249,6313,13300,1461,-8.436109204664218,0.052889933628318585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,7332,12835.1472,7601.23896,20263.66038,30460.2193,35297.886,25786.53889,3897,14,79607,16889.655,17678,22183,1416,24.53160579951731,0.048952981521725475,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
427,7720,9339.6018,16104.148280000001,11554.2435,54386.9693,56502.9298,41157.17955,2156,2,22847,29185.988999999998,23874,13003,1857,35.71192074269055,0.09436687530091478,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
428,2294,15637.3738,16961.02022,52510.97917,39435.6159,40255.8804,33241.31449,804,12,37456,33250.127,16479,20715,1172,13.833890494250145,0.021465185818026485,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
429,6977,13811.508,37073.95438,25373.23891,30971.9336,43595.2544,43206.9995,3426,0,31739,22225.236,20816,19720,1216,3.5215717714772508,0.10794290935442201,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
430,7048,4406.0988,27263.718360000003,55470.30661,42537.0327,46060.6791,25093.68496,1207,10,39993,31944.235,19869,14038,1208,-23.903781676943378,0.03018028154927112,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
431,4643,17458.6828,33846.12156,24994.40078,45718.9291,50976.6383,37915.96683,4336,5,52287,,16348,23735,1413,60.61940461125933,0.0829269225620135,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
432,2887,9699.5521,24357.16576,23437.25617,42282.407,25109.5886,21783.45278,4591,2,42360,25556.717999999997,30705,9817,1157,-8.256220418087771,0.1083805476864967,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,7088,3249.0771,11573.5759,23970.15624,45335.1735,32594.81,29197.24715,784,11,29369,21066.951,28331,9058,1517,-15.557291527873073,0.026694814259933943,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
434,4064,17829.0742,16202.30005,15872.064880000002,38267.2524,49111.7004,20476.77396,4949,5,51023,33624.53,14765,5705,1470,21.702856495547795,0.09699547262999039,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
435,6546,18174.551,4614.661529999999,27049.75057,39804.329,24275.2157,29595.800539999997,4247,8,42393,27506.752,27269,19008,1173,95.35318209242122,0.10018163376029061,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
436,7132,14786.0267,4566.82154,11426.95536,65146.7683,29717.5083,21658.62772,4677,16,55833,31905.938,31269,12576,1210,7.0105440759191575,0.08376766428456289,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
437,4736,10909.4862,2779.2375,42029.599369999996,22424.6467,26039.1209,26668.808930000003,2650,19,42314,23589.634,32829,11224,1208,6.437911945793399,0.0626270265160467,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
438,4746,8575.7669,5449.83826,21984.79059,54725.2956,38216.8937,37743.94485,1858,0,14168,17550.255,28856,19149,1606,-20.42701315895208,0.13114059853190288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
439,4831,1592.6889999999999,25067.864169999997,32570.1511,41844.8701,25843.7559,37288.40522,560,17,49098,26100.088,8191,14094,1038,-33.998132545227804,0.01140575990875392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
440,2537,5905.8139,28012.019969999998,1126.61704,45440.1892,25616.4373,38229.318,1564,13,81694,23580.895,804,11605,1415,-4.0688127930807765,0.019144612823463168,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
441,5874,14799.958,14892.03571,30424.394080000002,39253.0438,31080.0102,36105.55316,1113,9,61610,,19287,13431,1002,6.420228072037146,0.018065249147865607,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
442,6697,13541.6856,17525.57477,60111.66994,42461.4148,48592.5541,27015.58817,4867,9,19388,,26098,26276,1027,-24.612928172638235,0.2510315659170621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
443,6316,8062.9974,30046.41847,38747.82736,38263.9249,43537.1098,25224.677180000002,2912,9,37745,30633.107999999997,8512,21125,1489,-1.6317191349025657,0.07714929129686052,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
444,4218,14143.438999999998,33411.16557,53448.589360000005,41874.1629,62226.8301,28332.97987,775,2,37655,32850.526,18111,12160,1260,-29.946812779501567,0.020581596069579072,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
445,6234,15325.948999999999,13246.5337,17858.651169999997,29499.4517,24503.964,42559.195360000005,1946,7,62494,,30743,16691,1180,41.4199995171825,0.031138989342976927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
446,5272,3860.2891,16145.64706,59722.79579,56201.1876,33206.0481,22976.81085,4487,9,52009,24921.392000000003,27296,12825,1692,-3.5728818872738275,0.0862735295814186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
447,7330,7307.1674,25097.82565,26700.83037,42323.4443,34203.1209,29539.27869,3006,2,47865,24766.994,6151,21572,1166,10.131690298474052,0.06280162958320276,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
448,3581,9026.8417,32377.31755,43716.76888,26401.3439,26137.6708,19166.433090000002,837,5,49082,25685.243,17900,17328,1142,2.0391228339060063,0.017053094820911944,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
449,4285,17896.0657,40503.61841,16329.805669999998,30928.2974,52489.3304,21763.32059,2773,11,65999,23660.889,28024,17388,1448,31.359312608207556,0.04201578811800179,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
